_id	count	open	high	low	close	volume	date	epoch	TradeDate	time	created_at	updated_at	ml1	ml2	ml3
611939080a5572bfc84cb256	38.0	657.99	658.4	656.15	656.65	340173.0	2021-07-06 14:00:00	1625580000.0	2021-07-06	14:00:00	2021-08-15 18:55:52.949	2021-08-15 18:55:52.949	0.0	0.0	0.0
611939090a5572bfc84cb257	39.0	656.5868	656.75	654.82	655.6902	285735.0	2021-07-06 14:15:00	1625580900.0	2021-07-06	14:15:00	2021-08-15 18:55:53.210	2021-08-15 18:55:53.210	0.0	0.0	0.0
611939090a5572bfc84cb258	40.0	655.85	657.67	655.33	656.31	323520.0	2021-07-06 14:30:00	1625581800.0	2021-07-06	14:30:00	2021-08-15 18:55:53.468	2021-08-15 18:55:53.468	0.0	0.0	0.0
611939090a5572bfc84cb259	41.0	656.2	657.84	654.73	655.17	420547.0	2021-07-06 14:45:00	1625582700.0	2021-07-06	14:45:00	2021-08-15 18:55:53.728	2021-08-15 18:55:53.728	0.0	0.0	0.0
611939090a5572bfc84cb25a	42.0	655.02	655.62	653.765	654.82	379271.0	2021-07-06 15:00:00	1625583600.0	2021-07-06	15:00:00	2021-08-15 18:55:53.991	2021-08-15 18:55:53.991	0.0	0.0	0.0
6119390a0a5572bfc84cb25b	43.0	654.81	657.35	654.43	657.17	451951.0	2021-07-06 15:15:00	1625584500.0	2021-07-06	15:15:00	2021-08-15 18:55:54.285	2021-08-15 18:55:54.285	0.0	0.0	0.0
6119390a0a5572bfc84cb25c	44.0	657.222	658.3	656.61	657.2	470941.0	2021-07-06 15:30:00	1625585400.0	2021-07-06	15:30:00	2021-08-15 18:55:54.544	2021-08-15 18:55:54.544	0.0	0.0	0.0
6119390a0a5572bfc84cb25d	45.0	657.35	659.2604	656.43	659.216	539240.0	2021-07-06 15:45:00	1625586300.0	2021-07-06	15:45:00	2021-08-15 18:55:54.807	2021-08-15 18:55:54.807	0.0	0.0	0.0
6119390b0a5572bfc84cb25e	46.0	659.18	660.7903	658.58	659.49	1214513.0	2021-07-06 16:00:00	1625587200.0	2021-07-06	16:00:00	2021-08-15 18:55:55.073	2021-08-15 18:55:55.073	0.0	0.0	0.0
6119390b0a5572bfc84cb25f	47.0	659.58	659.58	657.31	658.3	174445.0	2021-07-06 16:15:00	1625588100.0	2021-07-06	16:15:00	2021-08-15 18:55:55.335	2021-08-15 18:55:55.335	0.0	0.0	0.0
6119390b0a5572bfc84cb260	48.0	658.48	659.58	658.12	659.12	19263.0	2021-07-06 16:30:00	1625589000.0	2021-07-06	16:30:00	2021-08-15 18:55:55.607	2021-08-15 18:55:55.607	0.0	0.0	0.0
6119390b0a5572bfc84cb261	49.0	659.57	659.7	659.01	659.25	5183.0	2021-07-06 16:45:00	1625589900.0	2021-07-06	16:45:00	2021-08-15 18:55:55.939	2021-08-15 18:55:55.939	0.0	0.0	0.0
6119390c0a5572bfc84cb262	50.0	659.25	659.25	658.52	658.52	2814.0	2021-07-06 17:00:00	1625590800.0	2021-07-06	17:00:00	2021-08-15 18:55:56.206	2021-08-15 18:55:56.206	0.0	0.0	0.0
6119390c0a5572bfc84cb263	51.0	658.95	659.0	658.01	658.01	6255.0	2021-07-06 17:15:00	1625591700.0	2021-07-06	17:15:00	2021-08-15 18:55:56.469	2021-08-15 18:55:56.469	0.0	0.0	0.0
6119390c0a5572bfc84cb264	52.0	658.0	658.2	657.9	658.2	2928.0	2021-07-06 17:30:00	1625592600.0	2021-07-06	17:30:00	2021-08-15 18:55:56.735	2021-08-15 18:55:56.735	0.0	0.0	0.0
6119390d0a5572bfc84cb265	53.0	658.29	658.35	658.29	658.35	1755.0	2021-07-06 17:45:00	1625593500.0	2021-07-06	17:45:00	2021-08-15 18:55:57.013	2021-08-15 18:55:57.013	0.0	0.0	0.0
6119390d0a5572bfc84cb266	54.0	658.1	658.1	657.72	657.75	3204.0	2021-07-06 18:00:00	1625594400.0	2021-07-06	18:00:00	2021-08-15 18:55:57.337	2021-08-15 18:55:57.337	0.0	0.0	0.0
6119390d0a5572bfc84cb267	55.0	657.75	659.58	657.58	657.78	338455.0	2021-07-06 18:15:00	1625595300.0	2021-07-06	18:15:00	2021-08-15 18:55:57.628	2021-08-15 18:55:57.628	0.0	0.0	0.0
6119390d0a5572bfc84cb268	56.0	657.78	657.97	657.78	657.89	1690.0	2021-07-06 18:30:00	1625596200.0	2021-07-06	18:30:00	2021-08-15 18:55:57.928	2021-08-15 18:55:57.928	0.0	0.0	0.0
6119390e0a5572bfc84cb269	57.0	657.98	657.98	657.98	657.98	1361.0	2021-07-06 18:45:00	1625597100.0	2021-07-06	18:45:00	2021-08-15 18:55:58.233	2021-08-15 18:55:58.233	0.0	0.0	0.0
6119390e0a5572bfc84cb26a	58.0	657.88	658.0	657.77	657.84	4182.0	2021-07-06 19:00:00	1625598000.0	2021-07-06	19:00:00	2021-08-15 18:55:58.552	2021-08-15 18:55:58.552	0.0	0.0	0.0
6119390e0a5572bfc84cb26b	59.0	657.75	658.0	657.75	657.98	3411.0	2021-07-06 19:15:00	1625598900.0	2021-07-06	19:15:00	2021-08-15 18:55:58.826	2021-08-15 18:55:58.826	0.0	0.0	0.0
6119390f0a5572bfc84cb26c	60.0	657.92	657.95	657.78	657.95	2239.0	2021-07-06 19:30:00	1625599800.0	2021-07-06	19:30:00	2021-08-15 18:55:59.095	2021-08-15 18:55:59.095	0.0	0.0	0.0
6119390f0a5572bfc84cb26d	61.0	657.81	657.81	657.5	657.5	3859.0	2021-07-06 19:45:00	1625600700.0	2021-07-06	19:45:00	2021-08-15 18:55:59.395	2021-08-15 18:55:59.395	0.0	0.0	0.0
6119390f0a5572bfc84cb26e	62.0	657.4	657.44	656.1	656.1	9432.0	2021-07-06 20:00:00	1625601600.0	2021-07-06	20:00:00	2021-08-15 18:55:59.656	2021-08-15 18:55:59.656	0.0	0.0	0.0
6119390f0a5572bfc84cb26f	63.0	660.0	663.62	660.0	663.62	5027.0	2021-07-07 04:15:00	1625631300.0	2021-07-07	04:15:00	2021-08-15 18:55:59.919	2021-08-15 18:55:59.919	0.0	0.0	0.0
611939100a5572bfc84cb270	64.0	662.13	663.23	662.13	663.0	3495.0	2021-07-07 04:30:00	1625632200.0	2021-07-07	04:30:00	2021-08-15 18:56:00.182	2021-08-15 18:56:00.182	0.0	0.0	0.0
611939100a5572bfc84cb271	65.0	663.18	663.18	663.0	663.0	1580.0	2021-07-07 04:45:00	1625633100.0	2021-07-07	04:45:00	2021-08-15 18:56:00.467	2021-08-15 18:56:00.467	0.0	0.0	0.0
611939100a5572bfc84cb272	66.0	663.0	663.0	662.48	663.0	4379.0	2021-07-07 05:00:00	1625634000.0	2021-07-07	05:00:00	2021-08-15 18:56:00.783	2021-08-15 18:56:00.783	0.0	0.0	0.0
611939110a5572bfc84cb273	67.0	664.0	664.01	664.0	664.01	758.0	2021-07-07 05:30:00	1625635800.0	2021-07-07	05:30:00	2021-08-15 18:56:01.048	2021-08-15 18:56:01.048	0.0	0.0	0.0
611939110a5572bfc84cb274	68.0	664.62	664.62	664.62	664.62	336.0	2021-07-07 06:00:00	1625637600.0	2021-07-07	06:00:00	2021-08-15 18:56:01.310	2021-08-15 18:56:01.310	0.0	0.0	0.0
611939110a5572bfc84cb275	69.0	664.73	664.73	664.62	664.7	788.0	2021-07-07 06:15:00	1625638500.0	2021-07-07	06:15:00	2021-08-15 18:56:01.570	2021-08-15 18:56:01.570	0.0	0.0	0.0
611939110a5572bfc84cb276	70.0	664.33	664.33	664.33	664.33	591.0	2021-07-07 06:30:00	1625639400.0	2021-07-07	06:30:00	2021-08-15 18:56:01.828	2021-08-15 18:56:01.828	0.0	0.0	0.0
611939120a5572bfc84cb277	71.0	665.0	665.0	662.91	663.0	3881.0	2021-07-07 07:00:00	1625641200.0	2021-07-07	07:00:00	2021-08-15 18:56:02.087	2021-08-15 18:56:02.087	0.0	0.0	0.0
611939120a5572bfc84cb278	72.0	662.58	664.0	662.52	663.68	15472.0	2021-07-07 07:15:00	1625642100.0	2021-07-07	07:15:00	2021-08-15 18:56:02.346	2021-08-15 18:56:02.346	0.0	0.0	0.0
611939120a5572bfc84cb279	73.0	663.32	663.5	663.2	663.21	4899.0	2021-07-07 07:30:00	1625643000.0	2021-07-07	07:30:00	2021-08-15 18:56:02.605	2021-08-15 18:56:02.605	0.0	0.0	0.0
611939120a5572bfc84cb27a	74.0	663.28	664.64	663.25	664.26	12425.0	2021-07-07 07:45:00	1625643900.0	2021-07-07	07:45:00	2021-08-15 18:56:02.863	2021-08-15 18:56:02.863	0.0	0.0	0.0
611939130a5572bfc84cb27b	75.0	664.3	664.3	663.26	663.99	14366.0	2021-07-07 08:00:00	1625644800.0	2021-07-07	08:00:00	2021-08-15 18:56:03.121	2021-08-15 18:56:03.121	0.0	0.0	0.0
611939130a5572bfc84cb27c	76.0	663.075	664.75	661.228	663.91	36066.0	2021-07-07 08:15:00	1625645700.0	2021-07-07	08:15:00	2021-08-15 18:56:03.886	2021-08-15 18:56:03.886	0.0	0.0	0.0
611939140a5572bfc84cb27d	77.0	664.0	664.0	662.22	662.66	17566.0	2021-07-07 08:30:00	1625646600.0	2021-07-07	08:30:00	2021-08-15 18:56:04.184	2021-08-15 18:56:04.184	0.0	0.0	0.0
611939140a5572bfc84cb27e	78.0	663.09	663.15	662.65	663.01	12207.0	2021-07-07 08:45:00	1625647500.0	2021-07-07	08:45:00	2021-08-15 18:56:04.443	2021-08-15 18:56:04.443	0.0	0.0	0.0
611939140a5572bfc84cb27f	79.0	663.0	663.2	662.65	662.65	7287.0	2021-07-07 09:00:00	1625648400.0	2021-07-07	09:00:00	2021-08-15 18:56:04.701	2021-08-15 18:56:04.701	0.0	0.0	0.0
611939140a5572bfc84cb280	80.0	662.65	663.58	662.65	663.0	11169.0	2021-07-07 09:15:00	1625649300.0	2021-07-07	09:15:00	2021-08-15 18:56:04.959	2021-08-15 18:56:04.959	0.0	0.0	0.0
611939150a5572bfc84cb281	81.0	663.0	664.35	662.0	664.35	46912.0	2021-07-07 09:30:00	1625650200.0	2021-07-07	09:30:00	2021-08-15 18:56:05.218	2021-08-15 18:56:05.218	0.0	0.0	0.0
611939150a5572bfc84cb282	82.0	664.27	665.7	654.525	658.16	2159577.0	2021-07-07 09:45:00	1625651100.0	2021-07-07	09:45:00	2021-08-15 18:56:05.477	2021-08-15 18:56:05.477	0.0	0.0	0.0
611939150a5572bfc84cb283	83.0	658.33	658.33	652.83	653.735	1197899.0	2021-07-07 10:00:00	1625652000.0	2021-07-07	10:00:00	2021-08-15 18:56:05.745	2021-08-15 18:56:05.745	0.0	0.0	0.0
611939160a5572bfc84cb284	84.0	653.52	653.7771	648.45	651.115	1634786.0	2021-07-07 10:15:00	1625652900.0	2021-07-07	10:15:00	2021-08-15 18:56:06.011	2021-08-15 18:56:06.011	0.0	0.0	0.0
611939160a5572bfc84cb285	85.0	651.285	651.87	643.39	643.96	1315280.0	2021-07-07 10:30:00	1625653800.0	2021-07-07	10:30:00	2021-08-15 18:56:06.286	2021-08-15 18:56:06.286	0.0	0.0	0.0
611939160a5572bfc84cb286	86.0	643.8575	645.7	638.32	639.04	1647528.0	2021-07-07 10:45:00	1625654700.0	2021-07-07	10:45:00	2021-08-15 18:56:06.655	2021-08-15 18:56:06.655	0.0	0.0	0.0
611939160a5572bfc84cb287	87.0	639.15	644.7499	638.9201	643.61	994765.0	2021-07-07 11:00:00	1625655600.0	2021-07-07	11:00:00	2021-08-15 18:56:06.947	2021-08-15 18:56:06.947	0.0	0.0	0.0
611939170a5572bfc84cb288	88.0	643.52	645.1999	641.7028	644.42	703472.0	2021-07-07 11:15:00	1625656500.0	2021-07-07	11:15:00	2021-08-15 18:56:07.258	2021-08-15 18:56:07.258	0.0	0.0	0.0
611939170a5572bfc84cb289	89.0	644.45	645.7595	642.7556	644.4715	555011.0	2021-07-07 11:30:00	1625657400.0	2021-07-07	11:30:00	2021-08-15 18:56:07.649	2021-08-15 18:56:07.649	0.0	0.0	0.0
611939170a5572bfc84cb28a	90.0	644.26	647.0751	641.56	646.4221	591820.0	2021-07-07 11:45:00	1625658300.0	2021-07-07	11:45:00	2021-08-15 18:56:07.942	2021-08-15 18:56:07.942	0.0	0.0	0.0
611939180a5572bfc84cb28b	91.0	646.38	648.9	646.331	647.31	667081.0	2021-07-07 12:00:00	1625659200.0	2021-07-07	12:00:00	2021-08-15 18:56:08.289	2021-08-15 18:56:08.289	0.0	0.0	0.0
611939180a5572bfc84cb28c	92.0	647.26	647.4999	645.58	645.9	348055.0	2021-07-07 12:15:00	1625660100.0	2021-07-07	12:15:00	2021-08-15 18:56:08.681	2021-08-15 18:56:08.681	0.0	0.0	0.0
611939180a5572bfc84cb28d	93.0	645.8	646.2	644.1	645.62	451292.0	2021-07-07 12:30:00	1625661000.0	2021-07-07	12:30:00	2021-08-15 18:56:08.994	2021-08-15 18:56:08.994	0.0	0.0	0.0
611939190a5572bfc84cb28e	94.0	645.54	647.45	643.92	646.0	375673.0	2021-07-07 12:45:00	1625661900.0	2021-07-07	12:45:00	2021-08-15 18:56:09.256	2021-08-15 18:56:09.256	0.0	0.0	0.0
611939190a5572bfc84cb28f	95.0	645.985	646.0385	643.21	644.27	339865.0	2021-07-07 13:00:00	1625662800.0	2021-07-07	13:00:00	2021-08-15 18:56:09.521	2021-08-15 18:56:09.521	0.0	0.0	0.0
611939190a5572bfc84cb290	96.0	644.3	644.3	642.3801	643.3	324365.0	2021-07-07 13:15:00	1625663700.0	2021-07-07	13:15:00	2021-08-15 18:56:09.797	2021-08-15 18:56:09.797	0.0	0.0	0.0
6119391a0a5572bfc84cb291	97.0	643.385	645.2184	643.2252	644.67	330224.0	2021-07-07 13:30:00	1625664600.0	2021-07-07	13:30:00	2021-08-15 18:56:10.069	2021-08-15 18:56:10.069	0.0	0.0	0.0
6119391a0a5572bfc84cb292	98.0	644.47	644.7899	643.55	644.53	246522.0	2021-07-07 13:45:00	1625665500.0	2021-07-07	13:45:00	2021-08-15 18:56:10.335	2021-08-15 18:56:10.335	0.0	0.0	0.0
6119391a0a5572bfc84cb293	99.0	644.44	645.98	643.3214	645.98	404687.0	2021-07-07 14:00:00	1625666400.0	2021-07-07	14:00:00	2021-08-15 18:56:10.595	2021-08-15 18:56:10.595	0.0	0.0	0.0
6119391a0a5572bfc84cb294	100.0	645.905	648.71	645.6	646.315	645966.0	2021-07-07 14:15:00	1625667300.0	2021-07-07	14:15:00	2021-08-15 18:56:10.854	2021-08-15 18:56:10.854	0.0	0.0	0.0
6119391b0a5572bfc84cb295	101.0	646.305	646.7449	645.15	645.77	306501.0	2021-07-07 14:30:00	1625668200.0	2021-07-07	14:30:00	2021-08-15 18:56:11.120	2021-08-15 18:56:11.120	0.0	0.0	0.0
6119391b0a5572bfc84cb296	102.0	645.6	645.69	642.7	643.73	433138.0	2021-07-07 14:45:00	1625669100.0	2021-07-07	14:45:00	2021-08-15 18:56:11.379	2021-08-15 18:56:11.379	0.0	0.0	0.0
6119391b0a5572bfc84cb297	103.0	643.7	645.5399	643.1	645.21	335587.0	2021-07-07 15:00:00	1625670000.0	2021-07-07	15:00:00	2021-08-15 18:56:11.638	2021-08-15 18:56:11.638	0.0	0.0	0.0
6119391b0a5572bfc84cb298	104.0	645.299	646.18	644.84	645.54	282007.0	2021-07-07 15:15:00	1625670900.0	2021-07-07	15:15:00	2021-08-15 18:56:11.897	2021-08-15 18:56:11.897	0.0	0.0	0.0
6119391c0a5572bfc84cb299	105.0	645.63	646.93	644.1305	644.615	477232.0	2021-07-07 15:30:00	1625671800.0	2021-07-07	15:30:00	2021-08-15 18:56:12.165	2021-08-15 18:56:12.165	0.0	0.0	0.0
6119391c0a5572bfc84cb29a	106.0	644.5401	645.72	644.4019	645.0846	342873.0	2021-07-07 15:45:00	1625672700.0	2021-07-07	15:45:00	2021-08-15 18:56:12.432	2021-08-15 18:56:12.432	0.0	0.0	0.0
6119391c0a5572bfc84cb29b	107.0	645.13	646.5	643.6	644.85	996811.0	2021-07-07 16:00:00	1625673600.0	2021-07-07	16:00:00	2021-08-15 18:56:12.694	2021-08-15 18:56:12.694	0.0	0.0	0.0
6119391c0a5572bfc84cb29c	108.0	644.65	645.34	643.9	644.03	66168.0	2021-07-07 16:15:00	1625674500.0	2021-07-07	16:15:00	2021-08-15 18:56:12.965	2021-08-15 18:56:12.965	0.0	0.0	0.0
6119391d0a5572bfc84cb29d	109.0	644.0	644.0	643.5	644.0	9867.0	2021-07-07 16:30:00	1625675400.0	2021-07-07	16:30:00	2021-08-15 18:56:13.225	2021-08-15 18:56:13.225	0.0	0.0	0.0
6119391d0a5572bfc84cb29e	110.0	644.15	644.86	643.9	643.9	13470.0	2021-07-07 16:45:00	1625676300.0	2021-07-07	16:45:00	2021-08-15 18:56:13.487	2021-08-15 18:56:13.487	0.0	0.0	0.0
6119391d0a5572bfc84cb29f	111.0	643.8	643.8	643.25	643.25	9251.0	2021-07-07 17:00:00	1625677200.0	2021-07-07	17:00:00	2021-08-15 18:56:13.748	2021-08-15 18:56:13.748	0.0	0.0	0.0
6119391e0a5572bfc84cb2a0	112.0	643.21	643.49	643.0	643.31	8097.0	2021-07-07 17:15:00	1625678100.0	2021-07-07	17:15:00	2021-08-15 18:56:14.006	2021-08-15 18:56:14.006	0.0	0.0	0.0
6119391e0a5572bfc84cb2a1	113.0	644.0	644.0	643.14	643.47	6236.0	2021-07-07 17:30:00	1625679000.0	2021-07-07	17:30:00	2021-08-15 18:56:14.275	2021-08-15 18:56:14.275	0.0	0.0	0.0
6119391e0a5572bfc84cb2a2	114.0	643.22	643.4899	643.22	643.38	1406.0	2021-07-07 17:45:00	1625679900.0	2021-07-07	17:45:00	2021-08-15 18:56:14.538	2021-08-15 18:56:14.538	0.0	0.0	0.0
6119391e0a5572bfc84cb2a3	115.0	643.5	644.0	643.38	644.0	3314.0	2021-07-07 18:00:00	1625680800.0	2021-07-07	18:00:00	2021-08-15 18:56:14.798	2021-08-15 18:56:14.798	0.0	0.0	0.0
6119391f0a5572bfc84cb2a4	116.0	644.0	644.0	643.4	643.4	2412.0	2021-07-07 18:15:00	1625681700.0	2021-07-07	18:15:00	2021-08-15 18:56:15.064	2021-08-15 18:56:15.064	0.0	0.0	0.0
6119391f0a5572bfc84cb2a5	117.0	643.4	644.0	643.4	644.0	2429.0	2021-07-07 18:30:00	1625682600.0	2021-07-07	18:30:00	2021-08-15 18:56:15.334	2021-08-15 18:56:15.334	0.0	0.0	0.0
6119391f0a5572bfc84cb2a6	118.0	643.7	643.7	643.68	643.68	1204.0	2021-07-07 18:45:00	1625683500.0	2021-07-07	18:45:00	2021-08-15 18:56:15.592	2021-08-15 18:56:15.592	0.0	0.0	0.0
6119391f0a5572bfc84cb2a7	119.0	643.6	643.65	643.4	643.4	2398.0	2021-07-07 19:00:00	1625684400.0	2021-07-07	19:00:00	2021-08-15 18:56:15.855	2021-08-15 18:56:15.855	0.0	0.0	0.0
